Code Smell,Project,Package,Class,Class,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Large Class,BurningKnight,BurningKnight.entity.twitch.happening,HappeningRegistry,HappeningRegistry,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1354,2771,0,5064,0,0,0,0,0,2,0,0,33,18,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level,Chasm,Chasm,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1354,2771,2,5064,0,0,0,0,0,2,0,0,161,83,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.level,ChasmBodyComponent,ChasmBodyComponent,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,1354,2771,2,5064,0,0,0,0,0,8,0,0,161,83,0,0,0,0,1,0,0,0,6,6
Large Class,BurningKnight,BurningKnight.level,DoorPlaceholder,DoorPlaceholder,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1354,2771,0,5064,0,0,0,0,0,0,0,0,161,83,0,0,0,0,1,0,0,0,3,1
Large Class,BurningKnight,BurningKnight.level,Flag,Flag,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1354,2771,0,5064,0,0,0,0,0,0,0,0,161,83,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level,HalfProjectileBodyComponent,HalfProjectileBodyComponent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1354,2771,2,5064,0,0,0,0,0,2,0,0,161,83,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level,HalfProjectileLevel,HalfProjectileLevel,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1354,2771,1,5064,0,0,0,0,0,2,0,0,161,83,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.level,HalfWall,HalfWall,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1354,2771,0,5064,0,0,0,0,0,1,0,0,161,83,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.level,HalfWallBodyComponent,HalfWallBodyComponent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1354,2771,2,5064,0,0,0,0,0,2,0,0,161,83,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level,Level,Level,1,3,3,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,17,1354,2771,22,5064,0,0,0,0,0,72,0,0,161,83,0,0,0,0,1,0,0,0,38,11
Large Class,BurningKnight,BurningKnight.level,LevelBodyComponent,LevelBodyComponent,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,1354,2771,2,5064,0,0,0,0,0,8,0,0,161,83,0,0,0,0,1,0,0,0,7,3
Large Class,BurningKnight,BurningKnight.level,LevelTiler,LevelTiler,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1354,2771,3,5064,0,0,0,0,0,3,0,0,161,83,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level,Painter,Painter,1,3,3,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,1354,2771,31,5064,0,0,0,0,0,38,0,0,161,83,0,0,0,0,1,0,0,0,9,0
Large Class,BurningKnight,BurningKnight.level.biome,CastleBiome,CastleBiome,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1354,2771,5,5064,0,0,0,0,0,5,0,0,92,77,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level.entities,HiddenEntrance,HiddenEntrance,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1354,2771,2,5064,0,0,0,0,0,7,0,0,155,56,0,0,0,0,1,0,0,0,2,1
Large Class,BurningKnight,BurningKnight.level.entities.chest,TreasureChest,TreasureChest,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1354,2771,2,5064,0,0,0,0,0,2,0,0,76,50,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level.entities.chest,TripleChest,TripleChest,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1354,2771,2,5064,0,0,0,0,0,2,0,0,76,50,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level.entities.decor,GrannyDecor,GrannyDecor,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1354,2771,1,5064,0,0,0,0,0,1,0,0,41,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.level.entities.exit,ShortcutExit,ShortcutExit,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1354,2771,0,5064,0,0,0,0,0,9,0,0,26,8,0,0,0,0,1,0,0,0,2,2
Large Class,BurningKnight,BurningKnight.level.entities.plant,Plant,Plant,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1354,2771,0,5064,0,0,0,0,0,5,0,0,6,0,0,0,0,0,1,0,0,0,1,1
Large Class,Core2D,Core2D.Configuration.Windows,WindowConfigurationFactory,WindowConfigurationFactory,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,308,1298,2,1786,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Converters,BaseShapeIconConverter,BaseShapeIconConverter,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,308,1298,2,1786,0,0,0,0,0,2,0,0,16,15,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Data,DataFlow,DataFlow,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,308,1298,13,1786,0,0,0,0,0,13,0,0,31,28,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.DragAndDrop.Handlers,ListBoxDropHandler,ListBoxDropHandler,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,308,1298,1,1786,0,0,0,0,0,1,0,0,15,15,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.DragAndDrop.Handlers,ProjectTreeViewDropHandler,ProjectTreeViewDropHandler,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,308,1298,3,1786,0,0,0,0,0,3,0,0,15,15,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Editor,AboutInfo,AboutInfo,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,308,1298,2,1786,0,0,0,0,0,2,0,0,466,373,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Editor,AvaloniaEditorCanvasPlatform,AvaloniaEditorCanvasPlatform,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,308,1298,1,1786,0,0,0,0,0,1,0,0,466,373,0,0,0,0,1,0,0,0,9,10
Large Class,Core2D,Core2D.Editor.Tools,ToolArc,ToolArc,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,308,1298,3,1786,0,0,0,0,0,12,0,0,134,58,0,0,0,0,1,0,0,0,5,6
Large Class,Core2D,Core2D.Editor.Tools.Selection,ToolRectangleSelection,ToolRectangleSelection,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,308,1298,0,1786,0,0,0,0,0,3,0,0,29,0,0,0,0,0,1,0,0,0,2,6
Large Class,Core2D,Core2D.FileWriter.SkiaSharpJpeg,JpegSkiaSharpExporter,JpegSkiaSharpExporter,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,308,1298,2,1786,0,0,0,0,0,3,0,0,4,2,0,0,0,0,1,0,0,0,0,2
Large Class,Core2D,Core2D.FileWriter.SkiaSharpWebp,WebpSkiaSharpWriter,WebpSkiaSharpWriter,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,308,1298,0,1786,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,0,1
Large Class,Core2D,Core2D.Layout,BoxLayout,BoxLayout,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,308,1298,5,1786,0,0,0,0,0,5,0,0,9,9,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Modules,AvaloniaModule,AvaloniaModule,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308,1298,1,1786,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Path,PathSize,PathSize,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,308,1298,5,1786,0,0,0,0,0,5,0,0,31,25,0,0,0,0,1,0,0,0,2,2
Large Class,Core2D,Core2D.Path.Segments,CubicBezierSegment,CubicBezierSegment,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,308,1298,6,1786,0,0,0,0,0,6,0,0,24,24,0,0,0,0,1,0,0,0,3,3
Large Class,Core2D,Core2D.Path.Segments,QuadraticBezierSegment,QuadraticBezierSegment,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,308,1298,6,1786,0,0,0,0,0,6,0,0,24,24,0,0,0,0,1,0,0,0,2,2
Large Class,Core2D,Core2D.Renderer,FillDrawNode,FillDrawNode,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,308,1298,4,1786,0,0,0,0,0,4,0,0,101,77,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Renderer,QuadraticBezierDrawNode,QuadraticBezierDrawNode,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,308,1298,2,1786,0,0,0,0,0,2,0,0,101,77,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Renderer.Presenters,TemplatePresenter,TemplatePresenter,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,308,1298,1,1786,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Renderer.SkiaSharp,SkiaSharpSvgConverter,SkiaSharpSvgConverter,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,308,1298,12,1786,0,0,0,0,0,13,0,0,117,107,0,0,0,0,1,0,0,0,0,1
Large Class,Core2D,Core2D.Shapes,ImageShape,ImageShape,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,308,1298,8,1786,0,0,0,0,0,10,0,0,145,112,0,0,0,0,1,0,0,0,3,3
Large Class,Core2D,Core2D.Shapes,RectangleShape,RectangleShape,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,308,1298,8,1786,0,0,0,0,0,10,0,0,145,112,0,0,0,0,1,0,0,0,2,2
Large Class,Core2D,Core2D.Views,EditorMenuView,EditorMenuView,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,308,1298,1,1786,0,0,0,0,0,1,0,0,15,14,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Views.Containers,DocumentContainerView,DocumentContainerView,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,308,1298,1,1786,0,0,0,0,0,1,0,0,5,5,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Views.Containers,LayerContainerView,LayerContainerView,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,308,1298,1,1786,0,0,0,0,0,1,0,0,5,5,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Views.Data,DatabaseView,DatabaseView,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,308,1298,1,1786,0,0,0,0,0,11,0,0,12,2,0,0,0,0,1,0,0,0,5,5
Large Class,Core2D,Core2D.Views.Libraries,ScriptsView,ScriptsView,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,308,1298,1,1786,0,0,0,0,0,1,0,0,6,6,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Views.Shapes,PathShapeView,PathShapeView,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,308,1298,1,1786,0,0,0,0,0,1,0,0,12,12,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Views.Style,ShapeStyleView,ShapeStyleView,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,308,1298,1,1786,0,0,0,0,0,1,0,0,5,5,0,0,0,0,1,0,0,0,0,0
Large Class,Core2D,Core2D.Views.Style,TextStyleView,TextStyleView,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,308,1298,1,1786,0,0,0,0,0,1,0,0,5,5,0,0,0,0,1,0,0,0,0,0
Large Class,Desktop,Desktop,DesktopApp,DesktopApp,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,28,0,54,0,0,0,0,0,4,0,0,6,2,0,0,0,0,1,0,0,0,2,2
Large Class,Desktop,Desktop,Program,Program,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,28,2,54,0,0,0,0,0,2,0,0,6,2,0,0,0,0,1,0,0,0,0,0
Large Class,DvdLib,DvdLib.Ifo,Cell,Cell,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,2,12,0,0,0,0,0,2,0,0,10,4,0,0,0,0,1,0,0,0,0,0
Large Class,DvdLib,DvdLib.Ifo,Dvd,Dvd,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,6,1,12,0,0,0,0,0,3,0,0,10,4,0,0,0,0,1,0,0,0,1,2
Large Class,Emby.Dlna,Emby.Dlna.Configuration,DlnaOptions,DlnaOptions,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,148,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Dlna,Emby.Dlna.ConnectionManager,ConnectionManagerService,ConnectionManagerService,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,84,148,1,318,0,0,0,0,0,2,0,0,12,10,0,0,0,0,1,0,0,0,0,2
Large Class,Emby.Dlna,Emby.Dlna.ConnectionManager,ControlHandler,ControlHandler,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,84,148,1,318,0,0,0,0,0,2,0,0,12,10,0,0,0,0,1,0,0,0,0,1
Large Class,Emby.Dlna,Emby.Dlna.Didl,DidlBuilder,DidlBuilder,1,3,3,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,84,148,10,318,0,0,0,0,0,30,0,0,31,10,0,0,0,0,1,0,0,0,0,16
Large Class,Emby.Naming,Emby.Naming.AudioBook,AudioBookFileInfo,AudioBookFileInfo,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,29,1,54,0,0,0,0,0,1,0,0,7,3,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Naming,Emby.Naming.Common,NamingOptions,NamingOptions,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,29,2,54,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Naming,Emby.Naming.Subtitles,SubtitleInfo,SubtitleInfo,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,29,0,54,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Naming,Emby.Naming.TV,SeasonPathParser,SeasonPathParser,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,35,29,3,54,0,0,0,0,0,4,0,0,9,5,0,0,0,0,1,0,0,0,0,1
Large Class,Emby.Naming,Emby.Naming.Video,CleanDateTimeParser,CleanDateTimeParser,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,29,2,54,0,0,0,0,0,2,0,0,32,18,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Naming,Emby.Naming.Video,Format3DParser,Format3DParser,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,35,29,1,54,0,0,0,0,0,3,0,0,32,18,0,0,0,0,1,0,0,0,0,1
Large Class,Emby.Naming,Emby.Naming.Video,VideoInfo,VideoInfo,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,29,0,54,0,0,0,0,0,0,0,0,32,18,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Notifications,Emby.Notifications,CoreNotificationTypes,CoreNotificationTypes,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,7,0,26,0,0,0,0,0,2,0,0,26,7,0,0,0,0,1,0,0,0,0,1
Large Class,Emby.Notifications,Emby.Notifications,NotificationEntryPoint,NotificationEntryPoint,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,7,3,26,0,0,0,0,0,12,0,0,26,7,0,0,0,0,1,0,0,0,3,12
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.AppBase,BaseApplicationPaths,BaseApplicationPaths,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,217,775,0,1533,0,0,0,0,0,0,0,0,16,9,0,0,0,0,1,0,0,0,1,1
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.AppBase,BaseConfigurationManager,BaseConfigurationManager,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,217,775,8,1533,0,0,0,0,0,15,0,0,16,9,0,0,0,0,1,0,0,0,4,7
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Channels,RefreshChannelsScheduledTask,RefreshChannelsScheduledTask,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,217,775,1,1533,0,0,0,0,0,2,0,0,51,22,0,0,0,0,1,0,0,0,0,4
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Collections,CollectionImageProvider,CollectionImageProvider,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,217,775,3,1533,0,0,0,0,0,3,0,0,13,6,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Cryptography,CryptographyProvider,CryptographyProvider,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,217,775,4,1533,0,0,0,0,0,8,0,0,8,4,0,0,0,0,1,0,0,0,2,3
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Data,BaseSqliteRepository,BaseSqliteRepository,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,217,775,8,1533,0,0,0,0,0,10,0,0,166,119,0,0,0,0,1,0,0,0,1,1
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Data,CleanDatabaseScheduledTask,CleanDatabaseScheduledTask,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,217,775,1,1533,0,0,0,0,0,2,0,0,166,119,0,0,0,0,1,0,0,0,0,2
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Devices,DeviceId,DeviceId,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,217,775,2,1533,0,0,0,0,0,4,0,0,12,4,0,0,0,0,1,0,0,0,1,4
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Images,BaseFolderImageProvider,BaseFolderImageProvider,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,217,775,3,1533,0,0,0,0,0,4,0,0,32,28,0,0,0,0,1,0,0,0,1,0
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Library.Resolvers.Books,BookResolver,BookResolver,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,217,775,0,1533,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.LiveTv.EmbyTV,EncodedRecorder,EncodedRecorder,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,217,775,4,1533,0,0,0,0,0,10,0,0,132,59,0,0,0,0,1,0,0,0,4,10
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.MediaEncoder,EncodingManager,EncodingManager,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,217,775,2,1533,0,0,0,0,0,6,0,0,6,2,0,0,0,0,1,0,0,0,0,7
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Playlists,PlaylistsFolder,PlaylistsFolder,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,217,775,3,1533,0,0,0,0,0,3,0,0,15,7,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.ScheduledTasks,IntervalTrigger,IntervalTrigger,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,217,775,2,1533,0,0,0,0,0,4,0,0,63,39,0,0,0,0,1,0,0,0,1,1
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.ScheduledTasks,RefreshMediaLibraryTask,RefreshMediaLibraryTask,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,217,775,1,1533,0,0,0,0,0,2,0,0,63,39,0,0,0,0,1,0,0,0,0,2
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.ScheduledTasks.Tasks,DeleteTranscodeFileTask,DeleteTranscodeFileTask,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,217,775,1,1533,0,0,0,0,0,5,0,0,14,4,0,0,0,0,1,0,0,0,0,4
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Sorting,ArtistComparer,ArtistComparer,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,217,775,2,1533,0,0,0,0,0,2,0,0,44,43,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Sorting,DateLastMediaAddedComparer,DateLastMediaAddedComparer,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,217,775,2,1533,0,0,0,0,0,2,0,0,44,43,0,0,0,0,1,0,0,0,0,0
Large Class,Emby.Server.Implementations,Emby.Server.Implementations.Sorting,SeriesSortNameComparer,SeriesSortNameComparer,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,217,775,2,1533,0,0,0,0,0,2,0,0,44,43,0,0,0,0,1,0,0,0,0,0
Large Class,Jellyfin.Api,Jellyfin.Api.Constants,Policies,Policies,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,176,148,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Large Class,Jellyfin.Api,Jellyfin.Api.Controllers,ArtistsController,ArtistsController,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,176,148,0,606,0,0,0,0,0,3,0,0,450,64,0,0,0,0,1,0,0,0,0,3
Large Class,Jellyfin.Api,Jellyfin.Api.Controllers,AudioController,AudioController,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,176,148,0,606,0,0,0,0,0,2,0,0,450,64,0,0,0,0,1,0,0,0,0,2
Large Class,Jellyfin.Api,Jellyfin.Api.Controllers,ImageController,ImageController,1,3,3,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,60,176,148,5,606,0,0,0,0,0,31,0,0,450,64,0,0,0,0,1,0,0,0,0,8
Large Class,Jellyfin.Api,Jellyfin.Api.Controllers,LocalizationController,LocalizationController,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,176,148,0,606,0,0,0,0,0,4,0,0,450,64,0,0,0,0,1,0,0,0,0,1
Large Class,Jellyfin.Api,Jellyfin.Api.Controllers,PlaylistsController,PlaylistsController,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,176,148,0,606,0,0,0,0,0,5,0,0,450,64,0,0,0,0,1,0,0,0,0,4
